brand,model,year,age_years,distance_driven_km,engine_litres,price_aud,fuel_type,gearbox
Volkswagen,Volkswagen T-Roc 1.5 TSI ACT Advance,2016,10,249000,19.7,34770,Diesel,Automatic
BMW,BMW Seria 3 320d,2005,21,269000,20.0,8740,Diesel,Manual
Ford,Ford Fiesta,2014,12,128924,10.0,11134,Petrol,Manual
Maserati,Maserati Levante,2015,11,93718,29.8,113620,Petrol,Automatic
Peugeot,Peugeot 208 1.4 HDi Active Pack,2012,14,102878,18.0,9223,Diesel,Manual
Hyundai,Hyundai i20 1.0 T-GDi Modern,2023,3,27,10.0,31616,Petrol,Manual
Maserati,Maserati Levante S Q4 GranSport,2018,8,80412,29.8,112062,Petrol,Automatic
Porsche,Porsche Boxster Standard,2007,19,73806,38.0,29830,Petrol,Manual
Nissan,Nissan Qashqai 2.0 dCi Tekna Premium,2010,16,160000,16.0,11780,Petrol,Manual
Bentley,Bentley Continental GT Speed,2006,20,125000,60.0,76000,Petrol,Automatic
BMW,BMW Seria 5,2022,4,13707,20.0,100662,Diesel,Automatic
Jeep,Jeep Compass 1.6 MJD Limited FWD S&S,2019,7,33600,10.0,28500,Petrol,Manual
Kia,Kia Ceed 1.4 CRDi 90 Spirit,2010,16,113000,10.9,10830,Petrol,Manual
Volkswagen,Volkswagen Golf R 4Motion (BlueMotion Technology) DSG,2019,7,110000,19.7,51300,Diesel,Automatic
Honda,Honda Civic,2021,5,7400,15.0,32642,Petrol,Automatic
Porsche,Porsche 911 GT3,2016,10,20624,19.9,330600,Petrol,Manual
Toyota,Toyota C-HR,2023,3,5,19.9,57380,Hybrid,Automatic
Mercedes-Benz,Mercedes-Benz Klasa C 180 T Kompr Elegance,2004,22,213000,21.5,6802,Diesel,Manual
Porsche,Porsche Boxster,1997,29,223000,24.8,18962,Petrol,Manual
Aston Martin,Aston Martin V8 Vantage Roadster Sportshift,2010,16,35248,47.4,132924,Petrol,Automatic
Ferrari,Ferrari 488,2018,8,24500,39.0,494000,Petrol,Automatic
Mitsubishi,Mitsubishi Colt 1.3 Inform,2008,18,350000,24.8,5852,Diesel,Automatic
Ford,Ford Fiesta 1.5 TDCi Trend,2018,8,106193,15.0,18810,Diesel,Manual
Bentley,Bentley Continental GT,2005,21,68944,60.0,75620,Petrol,Automatic
Isuzu,Isuzu Trooper 3.0 TD,2002,24,237000,30.0,10944,Diesel,Manual
Toyota,Toyota Corolla,2022,4,24630,18.0,52022,Hybrid,Automatic
Ford,Ford Grand C-MAX,2017,9,116420,20.0,19950,Diesel,Manual
Opel,Opel Grandland X 1.6 CDTI Innovation S&S,2018,8,180000,16.0,14402,Diesel,Manual
Audi,Audi S6 Avant 4.2 Quattro Tiptronic,1998,28,255683,23.9,7524,Petrol,Automatic
BMW,BMW X1 xDrive20d,2013,13,208000,29.9,16302,Diesel,Automatic
Maserati,Maserati GranTurismo S Automat,2013,13,145000,46.9,93480,Petrol,Automatic
Dacia,Dacia Logan,2021,5,75000,14.6,20482,Diesel,Manual
Ferrari,Ferrari F8 Spider,2022,4,2800,65.0,741000,Petrol,Automatic
Honda,Honda Civic 1.4 Comfort,2009,17,210000,12.0,7486,Petrol,Manual
Toyota,Toyota C-HR,2022,4,5,24.9,57532,Hybrid,Automatic
BMW,BMW Seria 6 640i xDrive Edycja M Sport,2017,9,125481,20.0,64220,Diesel,Automatic
Citroen,Citroën C8,2004,22,320000,15.9,5141,Petrol,Automatic
Bentley,Bentley Continental GT,2006,20,170000,60.0,83220,Petrol,Automatic
BMW,BMW Seria 1 120d xDrive Edition M Sport Shadow,2015,11,141775,20.0,10222,Diesel,Automatic
Porsche,Porsche 911,1999,27,217000,33.9,71820,Petrol,Automatic
Renault,Renault Megane 1.5 dCi Life,2013,13,82000,12.0,10640,Petrol,Manual
Volvo,Volvo XC 40 D3 R-Design,2023,3,5,19.7,55100,Diesel,Automatic
Maserati,Maserati Levante,2018,8,67254,29.8,133000,Petrol,Automatic
Toyota,Toyota Camry,2021,5,6500,18.0,57722,Hybrid,Automatic
Fiat,Fiat 500,2016,10,110000,13.7,7942,Petrol and LPG,Automatic
Hyundai,Hyundai I30 1.4 Premium,2011,15,169397,16.9,13490,Diesel,Manual
Ford,Ford Mondeo,2014,12,141000,20.0,13262,Diesel,Automatic
Volkswagen,Volkswagen Golf Plus,2009,17,302300,13.9,5662,Petrol,Manual
Honda,Honda CR-V 2.0 Rvi 4WD,1998,28,125000,20.0,4921,Petrol,Manual
Aston Martin,Aston Martin DB9 Coupe Touchtronic,2010,16,35248,47.4,253333,Petrol,Automatic
Maserati,Maserati Ghibli Diesel Automatik,2018,8,78300,29.8,55100,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa E,2008,18,59986,54.6,4104,Petrol,Automatic
Lamborghini,Lamborghini Huracan Performante,2019,7,57260,52.0,531620,Petrol,Automatic
Porsche,Porsche Panamera 4S PDK,2014,12,209000,29.7,39862,Diesel,Automatic
Maserati,Maserati GranTurismo Standard,2007,19,101200,42.4,60591,Petrol,Automatic
Kia,Kia Picanto 1.0 ISG Dream Team Edition,2017,9,154000,14.0,6042,Diesel,Manual
Bentley,Bentley Continental Flying Spur V8,2018,8,58000,59.5,151620,Petrol,Automatic
Volvo,Volvo S80 2.8 T-6,1996,30,345000,24.7,4142,Petrol,Automatic
Ford,Ford Focus 1.0 EcoBoost Start-Stopp-System COOL&CONNECT,2012,14,179125,15.6,10640,Diesel,Manual
Kia,Kia Carens 1.6 GDI Edition 7,2018,8,161750,14.0,22002,Petrol,Manual
Maserati,Maserati Ghibli S,2016,10,73231,29.8,22230,Petrol,Automatic
Volkswagen,Volkswagen Passat 2.0 TDI BMT Highline DSG7,2016,10,199000,19.7,22800,Diesel,Automatic
Ford,Ford Mondeo 2.0 Gold X,2010,16,124278,16.0,12122,Petrol,Manual
Maserati,Maserati Quattroporte GTS,2013,13,36000,46.9,69540,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz SL 500,1999,27,174400,28.7,30362,Diesel,Automatic
Bentley,Bentley Continental GT V8 S,2017,9,70125,60.0,140220,Petrol,Automatic
Volvo,Volvo XC 60 T6 AWD Drive-E Summum,2019,7,127767,19.7,38494,Diesel,Automatic
Toyota,Toyota C-HR,2022,4,5,24.9,46702,Hybrid,Automatic
Mercedes-Benz,Mercedes-Benz ML,2002,24,260000,26.9,9120,Diesel,Automatic
BMW,BMW X1 sDrive18i M Sport,2016,10,186000,20.0,44194,Diesel,Automatic
Peugeot,Peugeot 2008,2012,14,99000,10.0,9082,Petrol,Automatic
Honda,Honda Civic 1.5 T Sport (Navi),2020,6,32000,10.0,20482,Petrol,Manual
Jeep,Jeep Compass,2007,19,201471,19.7,8702,Diesel,Manual
Nissan,Nissan Almera Tino 1.8,2002,24,246533,17.7,3002,Petrol,Manual
Skoda,Skoda Kodiaq 2.0 TSI 4x4 Business DSG,2017,9,79457,19.8,49780,Petrol,Automatic
Porsche,Porsche 911,1999,27,175777,24.8,35720,Petrol,Automatic
Aston Martin,Aston Martin Virage Touchtronic II,2011,15,112,59.4,197562,Petrol,Automatic
Toyota,Toyota Avensis 2.0 VVT-i Sol,2005,21,198000,20.0,7562,Petrol,Manual
Maserati,Maserati GranTurismo S Automat,2015,11,143000,29.8,98420,Petrol,Automatic
Porsche,Porsche Panamera,2015,11,85000,29.7,120840,Diesel,Automatic
Renault,Renault Megane,2016,10,94000,14.6,22800,Diesel,Manual
Porsche,Porsche 911 Carrera S Cabrio,2016,10,20624,19.9,82840,Petrol,Manual
Maserati,Maserati GranTurismo,2005,21,78000,42.4,51367,Petrol,Automatic
Infiniti,Infiniti QX80,2020,6,89986,56.0,50920,Petrol,Automatic
Porsche,Porsche Boxster,2011,15,110000,28.9,62662,Petrol,Manual
BMW,BMW X3,2020,6,35643,15.0,89300,Petrol,Automatic
Hyundai,Hyundai I30 1.4 Classic,2012,14,180000,14.0,12882,Diesel,Manual
Jaguar,Jaguar F-Pace 2.0 i4D RWD R-Sport,2016,10,126500,20.0,49400,Diesel,Automatic
Hyundai,Hyundai I30 1.0 T-GDI Smart,2021,5,27000,16.0,37757,Petrol,Manual
BMW,BMW M3,2012,14,327200,29.9,60420,Diesel,Automatic
Bentley,Bentley Continental GT Supersports,2018,8,27500,59.5,485260,Petrol,Automatic
Renault,Renault Laguna 2.0T GT,2006,20,195000,20.0,18962,Petrol,Manual
SEAT,Seat Arosa,1997,29,150000,13.9,1520,Petrol,Automatic
Volkswagen,Volkswagen Passat 1.6,1999,27,202180,16.0,1330,Petrol,Manual
Hyundai,Hyundai I30 1.5 DPI Comfort,2020,6,42000,15.9,30020,Petrol,Manual
BMW,BMW Seria 1 116i,2008,18,186000,16.0,5662,Petrol,Manual
Volvo,Volvo V70 D5 Momentum,2008,18,426865,24.0,5130,Diesel,Automatic
Nissan,Nissan Qashqai 1.6 I-Way S/S,2010,16,241147,20.0,18202,Petrol,Manual
Peugeot,Peugeot 308 SW 1.5 BlueHDi Active S&S,2015,11,66000,10.0,15200,Petrol,Manual
Maserati,Maserati GranTurismo S,2017,9,42500,29.8,113620,Petrol,Automatic
Porsche,Porsche Boxster 2.7,2008,18,11500,36.0,38000,Petrol,Manual
Volkswagen,Volkswagen Passat 2.0 TDI Comfortline,2012,14,204000,10.0,15162,Petrol,Manual
Porsche,Porsche Cayenne Platinum Edition,2012,14,89316,34.4,34922,Petrol,Manual
Opel,Opel Meriva 1.4 ecoflex Start/Stop 150 Jahre,2012,14,94000,12.5,10982,Diesel,Manual
Mercedes-Benz,Mercedes-Benz Klasa E 200 d 9G-TRONIC,2019,7,102600,39.8,46360,Petrol,Automatic
Dacia,Dacia Duster 1.6 Laureate,2011,15,147000,16.0,11611,Petrol,Manual
Volvo,Volvo V50 2.4 Kinetic,2001,25,288134,17.8,6422,Petrol,Manual
Opel,Opel Insignia 2.0 CDTI EcoFLEX S&S,2012,14,173659,19.6,15390,Diesel,Manual
Opel,Opel Astra III GTC 1.6 Cosmo,2005,21,283500,16.0,5320,Petrol,Manual
Jeep,Jeep Compass 1.3 T4 PHEV 4xe Upland S&S,2022,4,1250,29.9,90238,Diesel,Automatic
Skoda,Skoda Octavia 1.4 TSI Ambition DSG,2010,16,251000,19.7,15162,Diesel,Automatic
Toyota,Toyota Aygo,2016,10,83000,16.0,14022,Petrol and LPG,Manual
Volvo,Volvo V40 Cross Country D2,2015,11,263000,19.7,22796,Diesel,Manual
Opel,Opel Insignia CT 2.0 CDTI,2011,15,300000,19.6,13262,Diesel,Automatic
Nissan,Nissan Qashqai,2015,11,105000,14.6,25802,Diesel,Manual
Renault,Renault Captur ENERGY dCi 90 Start&Stop Luxe,2018,8,22865,9.0,16302,Petrol,Manual
Volvo,Volvo S80,1999,27,410420,24.4,2356,Petrol and LPG,Automatic
Land Rover,Land Rover Range Rover 4.6 HSE,1997,29,162000,25.0,7942,Diesel,Automatic
Nissan,Nissan 350 Z,2003,23,140000,29.5,17480,Diesel,Automatic
Ford,Ford Expedition 5.4 XLT 4WD,2003,23,177905,54.1,10070,Petrol and LPG,Automatic
Toyota,Toyota Auris,2018,8,62000,10.0,26543,Petrol,Manual
Volvo,Volvo S60 D3 Drive-E Momentum,2015,11,124000,15.6,23180,Diesel,Manual
Volvo,Volvo S60,2007,19,233842,15.6,6384,Diesel,Manual
Mercedes-Benz,Mercedes-Benz Klasa E,2013,13,199000,18.0,31122,Petrol,Automatic
Saab,Saab 9-3 1.8t Linear,2007,19,232700,22.9,1520,Petrol and LPG,Automatic
Ford,Ford Fiesta,2014,12,199843,15.6,7942,Diesel,Manual
Volkswagen,Volkswagen Caddy,2009,17,265000,16.0,7486,Diesel,Manual
Volvo,Volvo XC 60,2009,17,178000,24.0,17290,Diesel,Automatic
Ford,Ford Galaxy 1.9 TDI Ghia,2004,22,190000,14.0,2470,Diesel,Automatic
Hyundai,Hyundai i20 1.2 Classic,2014,12,97000,12.5,3762,Petrol,Manual
Volkswagen,Volkswagen T-Roc 2.0 TDI SCR 4MOTION DSG Sport,2018,8,84699,19.8,25650,Petrol,Automatic
Maserati,Maserati GranCabrio Standard,2014,12,83632,29.9,91200,Diesel,Automatic
Porsche,Porsche 911 Carrera,1999,27,60000,33.9,34580,Petrol,Manual
Bentley,Bentley Bentayga,2019,7,12000,60.0,337820,Petrol,Automatic
Maserati,Maserati Ghibli,2018,8,45000,29.8,56962,Petrol,Automatic
Peugeot,Peugeot Traveller 1.6 BlueHDi Compact Business,2016,10,123000,12.0,30400,Petrol,Manual
Mercedes-Benz,Mercedes-Benz CLA 200 Progressive 7G-DCT,2022,4,11400,19.9,55100,Petrol,Automatic
BMW,BMW Seria 5 540d xDrive mHEV M Sport sport,2023,3,4000,20.0,160683,Diesel,Automatic
Ford,Ford Kuga 2.0 TDCi Individual,2011,15,176800,20.0,21090,Diesel,Manual
Peugeot,Peugeot 3008 1.2 PureTech Active,2018,8,198000,20.0,13642,Diesel,Manual
Ferrari,Ferrari 458 Italia Standard,2018,8,51800,62.6,387942,Petrol,Automatic
Peugeot,Peugeot 308 SW 150 THP Platinum,2007,19,249905,15.6,7106,Diesel,Manual
Honda,Honda CR-V 2.0 Elegance (2WD),2012,14,163000,18.0,26562,Petrol,Manual
Kia,Kia Ceed 1.5 T-GDI Business Line,2022,4,36200,14.8,48792,Petrol,Manual
Ford,Ford Focus 2.0 Trend,1996,30,121000,25.0,2546,Diesel,Manual
Opel,Opel Mokka 1.2 T Elegance S&S,2022,4,1200,12.0,40622,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa C,2005,21,74950,54.6,39900,Petrol,Automatic
Volkswagen,Volkswagen Passat,1996,30,238968,13.9,1558,Petrol,Automatic
Volvo,Volvo XC 90 2.9 T6 Summum,2008,18,253000,31.9,17442,Petrol and LPG,Automatic
Bentley,Bentley Continental Flying Spur,2018,8,49500,60.0,147820,Petrol,Automatic
Maserati,Maserati Levante S Q4,2016,10,72000,29.8,47880,Petrol,Automatic
Toyota,Toyota Land Cruiser 4.2 TD Navi,2003,23,208000,15.0,22762,Hybrid,Automatic
Ferrari,Ferrari 612 Scaglietti F1,2008,18,44000,57.5,189620,Petrol,Automatic
Peugeot,Peugeot 2008,2015,11,238000,20.0,24282,Diesel,Manual
Toyota,Toyota C-HR,2020,6,36241,24.9,53162,Hybrid,Automatic
Porsche,Porsche 911 Carrera S,2016,10,10655,38.0,216220,Petrol,Manual
Bentley,Bentley Bentayga W12,2017,9,31641,39.9,332500,Petrol,Automatic
Isuzu,Isuzu Trooper 3.0 TD,2002,24,95400,30.0,9842,Diesel,Manual
Maserati,Maserati Quattroporte GTS,2014,12,123000,46.9,85500,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz GLB 200 AMG Line 7G-DCT,2023,3,1,19.5,80218,Diesel,Automatic
Maserati,Maserati GranTurismo S Automat,2014,12,65000,46.9,66462,Petrol,Automatic
BMW,BMW Seria 3 318i Advantage,2020,6,54854,20.0,48602,Petrol,Automatic
Maserati,Maserati Ghibli Standard,2018,8,24567,29.8,68362,Petrol,Automatic
BMW,BMW Seria 7 730d xDrive mHEV,2022,4,13000,20.0,140581,Petrol,Automatic
Porsche,Porsche 718 Cayman GTS,2015,11,30355,38.0,102220,Petrol,Manual
BMW,BMW X1 sDrive18d xLine,2017,9,150000,20.0,32680,Diesel,Automatic
Hyundai,Hyundai i20 1.2 Classic,2012,14,200000,16.9,3800,Diesel,Manual
Bentley,Bentley Continental GT,2017,9,55688,60.0,379943,Petrol,Automatic
Maserati,Maserati Ghibli,2011,15,84342,46.9,20520,Petrol,Automatic
Opel,Opel Astra III GTC 2.0 T OPC,2006,20,222100,12.3,9880,Petrol,Manual
Toyota,Toyota Avensis,2003,23,228536,20.0,5662,Diesel,Manual
Porsche,Porsche 911 Carrera S,2016,10,10655,38.0,216220,Petrol,Manual
MINI,MINI Cooper S,2007,19,140000,16.0,17062,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa E,2022,4,16440,13.3,98762,Petrol,Automatic
Maserati,Maserati Ghibli Automatik S Q4,2014,12,65000,46.9,42522,Petrol,Automatic
Bentley,Bentley Continental GT V8,2019,7,75000,59.5,205162,Petrol,Automatic
Volvo,Volvo V40 Cross Country D2 Summum,2016,10,222223,19.7,21242,Petrol,Manual
Maserati,Maserati GranTurismo S,2011,15,69999,46.9,74100,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa S,2014,12,241000,21.4,79762,Diesel,Automatic
Nissan,Nissan Micra 1.2 Acenta,2017,9,121253,16.0,6422,Diesel,Manual
BMW,BMW Seria 5,2012,14,146400,20.0,21622,Petrol,Automatic
Renault,Renault Laguna Grandtour ENERGY dCi 130 FAP Start-Stop Limited,2010,16,111169,11.5,11020,Petrol,Manual
Ford,Ford Focus 1.6 TDCi Titanium,2011,15,189000,15.6,10602,Diesel,Manual
Peugeot,Peugeot 5008 1.2 PureTech Allure S&S EAT6,2019,7,45000,16.0,39896,Petrol,Automatic
Volkswagen,Volkswagen Multivan,2005,21,237667,19.8,19380,Petrol,Automatic
Fiat,Fiat Freemont 2.0 Multijet Lounge AWD,2012,14,168000,19.6,14402,Diesel,Automatic
Aston Martin,Aston Martin V8 Vantage Roadster Sportshift,2011,15,45600,59.4,119700,Petrol,Automatic
Maserati,Maserati Ghibli Diesel Automatik,2013,13,53000,46.9,14440,Petrol,Automatic
Maserati,Maserati Quattroporte Sport GT Automatica,2005,21,133000,42.4,69920,Petrol,Automatic
Nissan,Nissan Qashqai+2,2012,14,202000,16.0,15162,Diesel,Manual
BMW,BMW Seria 5 520d xDrive M Sport sport,2016,10,74112,20.0,68286,Petrol,Automatic
Jeep,Jeep Wrangler,2001,25,222000,47.0,23560,Petrol,Automatic
Toyota,Toyota Proace City,2023,3,1,15.0,47500,Diesel,Manual
Toyota,Toyota Corolla 1.2 T Comfort,2017,9,56000,16.0,22762,Petrol,Manual
Peugeot,Peugeot 207 95 VTi forever,2007,19,264000,15.6,5852,Diesel,Manual
Hyundai,Hyundai I30,2022,4,10,15.0,29982,Petrol,Manual
Toyota,Toyota Corolla 1.8 Hybrid Comfort,2022,4,18866,19.9,39729,Hybrid,Automatic
Hyundai,Hyundai i40 i40cw 2.0 Premium,2012,14,177000,16.9,17100,Diesel,Manual
Bentley,Bentley Continental Flying Spur Standard,2008,18,113700,60.0,55100,Petrol,Automatic
Honda,Honda CR-V 1.6i-DTEC Lifestyle,2015,11,75000,15.0,29640,Petrol,Manual
SEAT,Seat Ateca,2017,9,171000,16.0,35340,Diesel,Manual
Renault,Renault Twingo,2020,6,28000,16.0,18164,Hybrid,Automatic
Citroen,Citroën C5 Aircross,2022,4,3,16.0,58862,Hybrid,Automatic
Porsche,Porsche Boxster 2.7,2002,24,86000,36.0,17100,Petrol,Manual
Volkswagen,Volkswagen Jetta,2006,20,206000,12.0,6422,Petrol,Manual
Renault,Renault Laguna 2.0 16V Turbo Dynamique,2009,17,132000,20.0,8702,Petrol,Automatic
Volkswagen,Volkswagen Arteon 2.0 TSI 4Motion R DSG,2022,4,18867,19.7,135299,Diesel,Automatic
Bentley,Bentley Continental GT Standard,2006,20,125000,60.0,102220,Petrol,Automatic
Fiat,Fiat Tipo 1.4 16v Pop,2018,8,84220,13.7,16340,Petrol,Manual
Porsche,Porsche 911 Carrera Cabrio,1999,27,154000,24.8,121600,Petrol,Manual
Bentley,Bentley Bentayga,2019,7,51354,39.9,115900,Petrol,Automatic
Volkswagen,Volkswagen Passat 2.0 TDI 4Mot Highline,2009,17,140000,13.9,6460,Petrol,Manual
Peugeot,Peugeot 308,2018,8,103238,15.0,12122,Diesel,Manual
Hyundai,Hyundai I30 1.6 CRDI blue Classic,2013,13,110000,15.9,7030,Petrol,Manual
Renault,Renault Clio 0.9 Energy TCe Alize,2017,9,51786,12.0,13870,Petrol,Manual
Opel,Opel Insignia 2.0 T 4x4 Innovation S&S,2018,8,61204,14.0,27664,Petrol,Automatic
Nissan,Nissan Qashqai 1.6 Tekna,2010,16,249000,14.6,14782,Diesel,Manual
Maserati,Maserati Quattroporte Standard,2008,18,30600,42.4,37962,Petrol,Automatic
BMW,BMW Seria 3,2013,13,138000,44.0,26562,Petrol,Automatic
Opel,Opel Meriva,2007,19,244595,16.0,5282,Petrol and LPG,Manual
Renault,Renault Modus Grand 1.2 TCE Alize,2014,12,105000,14.6,5662,Diesel,Manual
Chevrolet,Chevrolet Captiva 2.0 d High,2007,19,167200,32.0,7942,Petrol,Automatic
Ferrari,Ferrari F430,2008,18,44000,57.5,253080,Petrol,Automatic
Volkswagen,Volkswagen Taigo,2023,3,1,19.8,47044,Petrol,Automatic
Volkswagen,Volkswagen Golf VII 2.0 TSI BMT GTI Performance,2019,7,127361,19.7,23902,Diesel,Manual
Mercedes-Benz,Mercedes-Benz Klasa A 180 7G-DCT,2015,11,139257,19.9,44802,Petrol,Automatic
Opel,Opel Insignia Sports Tourer 2.0 BiTurbo Diesel 4x4 Business Innovation,2018,8,188000,19.6,25802,Diesel,Automatic
BMW,BMW X3 xDrive30i mHEV M Sport sport,2022,4,18100,29.9,113962,Diesel,Automatic
Peugeot,Peugeot 2008 1.2 Pure Tech Allure S&S,2019,7,155260,15.0,20862,Diesel,Manual
Ferrari,Ferrari F430,2008,18,44000,57.5,253080,Petrol,Automatic
Maserati,Maserati GranTurismo MC Stradale,2014,12,72640,29.8,170809,Petrol,Automatic
Jaguar,Jaguar X-Type,2004,22,196513,21.0,5206,Petrol and LPG,Manual
BMW,BMW X3 xDrive30e,2021,5,78874,20.0,88339,Diesel,Automatic
Volkswagen,Volkswagen Polo 1.2 TDI Blue Motion,2013,13,243387,12.0,6992,Diesel,Manual
Bentley,Bentley Continental GT W12,2010,16,116000,60.0,130872,Petrol,Automatic
Maserati,Maserati Ghibli Standard,2018,8,45000,29.8,23940,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa B,2006,20,379000,21.5,8512,Diesel,Automatic
Maserati,Maserati Quattroporte Automatic,2005,21,78000,42.4,49020,Petrol,Automatic
Ferrari,Ferrari 612 Scaglietti F1,2008,18,39000,43.1,186493,Petrol,Automatic
BMW,BMW Seria 6,2014,12,137000,20.0,41800,Diesel,Automatic
Aston Martin,Aston Martin Virage Touchtronic II,2011,15,112,59.4,197562,Petrol,Automatic
Peugeot,Peugeot 308 SW BlueHDi 120 Stop & Start Business-Line,2015,11,195000,15.6,14782,Diesel,Manual
Opel,Opel Insignia 1.4 Turbo ecoFLEX Start/Stop Active,2019,7,170000,14.0,13642,Petrol,Manual
Honda,Honda Accord 1.8,1999,27,253000,19.7,3249,Petrol,Manual
Volkswagen,Volkswagen Passat 2.0 TDI BMT Highline,2017,9,161000,16.0,29241,Diesel,Manual
Bentley,Bentley Continental GT,2017,9,52759,39.9,467400,Petrol,Automatic
Opel,Opel Insignia 1.5 T Exclusive S&S,2015,11,141000,13.6,28842,Petrol,Manual
Ford,Ford Focus 1.5 EcoBoost ST-Line Black ASS,2016,10,112000,15.0,18620,Petrol,Manual
Ferrari,Ferrari F430 Spider F1,2007,19,50000,43.1,224352,Petrol,Automatic
Renault,Renault Trafic,2019,7,97920,14.6,18050,Diesel,Manual
Ferrari,Ferrari 812 Superfast,2016,10,82801,62.6,733020,Petrol,Automatic
BMW,BMW Seria 3 318d M Sport Shadow,2017,9,143000,20.0,36670,Diesel,Automatic
Volkswagen,Volkswagen Passat 2.0 TDI BMT SCR Highline DSG7,2015,11,159136,19.7,36100,Diesel,Automatic
Volvo,Volvo V70 2.4D5 AWD Summum,2004,22,378000,24.4,4104,Petrol,Manual
Volvo,Volvo S80,1996,30,296000,29.2,1748,Petrol,Automatic
Nissan,Nissan Juke 1.6 DIG-T ALL-MODE 4x4i CVT n-tec,2014,12,208000,16.0,15922,Diesel,Automatic
Land Rover,Land Rover Defender,1997,29,320000,45.5,17100,Petrol,Automatic
Volkswagen,Volkswagen Passat 2.0 TDI BMT Highline DSG,2017,9,112958,19.8,37202,Petrol,Automatic
Opel,Opel Zafira 1.8 Selection,2010,16,147000,16.9,11761,Diesel,Manual
Volvo,Volvo V40 CC T3 Drive-E Ocean Race,2017,9,103000,19.7,32262,Diesel,Automatic
Citroen,Citroën C2,2003,23,186000,15.9,3230,Petrol,Automatic
Citroen,Citroën C4 Picasso,2009,17,259000,20.0,4522,Diesel,Automatic
Opel,Opel Astra III 1.6,2013,13,178500,19.6,9082,Diesel,Manual
Volkswagen,Volkswagen Passat 2.0 TDI Comfortline,2012,14,250400,19.7,14022,Diesel,Manual
Opel,Opel Astra V 1.4 T Elegance S&S,2021,5,22000,13.4,31502,Petrol,Automatic
Fiat,Fiat 500,2009,17,60000,10.0,9842,Petrol,Automatic
Maserati,Maserati Levante S,2016,10,72000,29.8,79800,Petrol,Automatic
Maserati,Maserati Ghibli,2019,7,41000,29.9,24662,Diesel,Automatic
Lamborghini,Lamborghini Gallardo E-Gear,2004,22,75000,49.6,174800,Petrol,Automatic
Bentley,Bentley Continental GT Speed,2015,11,50000,39.9,399000,Petrol,Automatic
Toyota,Toyota RAV4 2.0 VVT-i Sol,2002,24,238000,13.0,11362,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa S,2017,9,65300,21.4,64562,Diesel,Automatic
Nissan,Nissan Juke 1.5 dCi Edition,2013,13,119000,16.0,12540,Petrol,Manual
SEAT,Seat Leon 2.0 TSI Cupra Start/Stop 4Drive DSG,2023,3,1,15.0,51300,Petrol,Automatic
Porsche,Porsche 911,2007,19,182000,38.0,92720,Petrol,Manual
Porsche,Porsche Cayenne Standard,2004,22,217000,31.9,13870,Petrol,Manual
Lamborghini,Lamborghini Huracan,2019,7,57260,52.0,518700,Petrol,Automatic
Bentley,Bentley Continental Flying Spur V8,2013,13,167800,39.9,136420,Petrol,Automatic
BMW,BMW Seria 3,2022,4,20000,20.0,52326,Diesel,Automatic
Maserati,Maserati Quattroporte S Q4 Automatik,2014,12,41105,29.8,58900,Petrol,Automatic
Maserati,Maserati Ghibli S Q4,2014,12,215000,29.9,60040,Diesel,Automatic
Maserati,Maserati Levante,2016,10,18700,46.9,178220,Petrol,Automatic
Renault,Renault Laguna Coupe 2.0 16V Turbo GT,2009,17,175000,18.7,12540,Diesel,Manual
Skoda,Skoda Octavia,2020,6,63164,15.0,46938,Petrol,Manual
Honda,Honda CR-V,2020,6,24700,15.0,52782,Petrol,Manual
Ford,Ford Focus 1.6 TDCi Trend,2018,8,226000,20.0,11742,Diesel,Manual
BMW,BMW Seria 7 750Li xDrive,2016,10,126391,44.0,52820,Petrol,Automatic
Volkswagen,Volkswagen Touran 1.6 TDI DPF Highline DSG,2010,16,212000,19.7,11780,Diesel,Automatic
Honda,Honda Prelude 2.2i VTEC,1996,30,241378,18.5,33820,Petrol,Manual
Toyota,Toyota Auris,2015,11,131040,16.0,18962,Petrol and LPG,Manual
Kia,Kia Stonic,2022,4,8000,14.8,28082,Petrol,Manual
Nissan,Nissan Juke 1.5 dCi Acenta,2011,15,115000,16.2,4674,Petrol,Manual
Citroen,Citroën C2,2003,23,154000,15.9,2812,Petrol,Automatic
Ford,Ford B-MAX 1.0 EcoBoost Trend,2011,15,181000,16.0,10944,Petrol,Manual
Peugeot,Peugeot 508,2019,7,155000,20.0,19969,Diesel,Automatic
Peugeot,Peugeot 206 1.1 XR Presence,1997,29,422000,20.0,1938,Petrol and LPG,Manual
Mitsubishi,Mitsubishi Colt,2009,17,149000,13.3,4902,Petrol,Manual
Toyota,Toyota C-HR,2016,10,188500,24.9,36062,Hybrid,Automatic
Land Rover,Land Rover Range Rover Evoque,2022,4,15,30.0,91175,Diesel,Automatic
Peugeot,Peugeot 3008,2007,19,324000,20.0,9116,Diesel,Manual
