brand,model,year,age_years,distance_driven_km,engine_litres,price_aud,fuel_type,gearbox
Porsche,Porsche 718 Boxster,2019,7,102,19.9,98420,Petrol,Manual
Renault,Renault Kadjar 1.2 Energy TCe Intens,2017,9,69000,14.6,22724,Diesel,Manual
Maserati,Maserati Ghibli Standard,2017,9,42500,29.8,22800,Petrol,Automatic
Maserati,Maserati Quattroporte S Q4,2014,12,108000,28.8,75962,Petrol,Automatic
Bentley,Bentley Bentayga,2017,9,65000,59.5,311220,Petrol,Automatic
Kia,Kia Venga 1.4 CVVT Attract,2012,14,121550,15.9,9462,Petrol,Manual
BMW,BMW X3 xDrive20d M Sport,2016,10,109000,20.0,42180,Petrol,Automatic
BMW,BMW Seria 8 M850i xDrive,2018,8,119000,20.0,157700,Petrol,Automatic
Isuzu,Isuzu Trooper 3.0 TD,2002,24,95400,30.0,9842,Diesel,Manual
Peugeot,Peugeot Boxer HDi 330 L2H1,2005,21,192000,15.6,8170,Diesel,Manual
Hyundai,Hyundai Tucson,2023,3,5,16.0,49362,Petrol,Manual
Peugeot,Peugeot 301,2016,10,190000,20.0,13975,Diesel,Manual
Isuzu,Isuzu D-Max 4x4 Double Cab Premium+,2018,8,82000,19.0,34200,Diesel,Manual
Opel,Opel Crossland X,2023,3,1,12.0,39140,Petrol,Manual
Peugeot,Peugeot 3008 2.0 HDi Premium+,2010,16,197000,14.0,10636,Petrol,Manual
Toyota,Toyota Avensis,2003,23,273000,20.0,2660,Diesel,Manual
Mercedes-Benz,Mercedes-Benz GLC AMG Coupe 63 S 4-Matic+,2017,9,227000,19.5,136481,Diesel,Automatic
Opel,Opel Insignia 2.0 CDTI Sport,2010,16,245000,19.6,8322,Diesel,Manual
Kia,Kia Sportage 2.0,1998,28,193717,20.0,7562,Petrol and LPG,Manual
Skoda,Skoda Octavia Combi 2.0 TSI DSG RS,2008,18,251800,19.0,10640,Diesel,Automatic
Opel,Opel Astra II 1.6 NJoy,2002,24,166686,12.0,3971,Petrol,Automatic
Ford,Ford Focus 1.6 Gold X,2015,11,180000,20.0,17480,Diesel,Manual
Volvo,Volvo V60 CC D4 Drive-E Momentum,2017,9,183000,19.7,33022,Diesel,Automatic
Mazda,Mazda CX-5 2.0 Kanjo 2WD,2020,6,16000,20.0,58596,Petrol,Manual
Opel,Opel Insignia,2017,9,66566,14.0,14782,Petrol,Manual
Renault,Renault Captur,2023,3,10,10.0,35378,Petrol and LPG,Manual
MINI,MINI Cooper S,2010,16,150000,14.0,26562,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa C,2002,24,220000,49.7,3002,Petrol and LPG,Automatic
Volkswagen,Volkswagen Passat 2.0 TDI DPF Sportline DSG,2008,18,289481,19.7,12160,Diesel,Automatic
Jeep,Jeep Compass 1.3 TMair Limited FWD S&S DDCT,2020,6,115000,36.0,45182,Petrol,Automatic
Porsche,Porsche Cayenne,2007,19,48000,36.0,22040,Petrol,Automatic
Volkswagen,Volkswagen Golf V 1.6 Comfortline,2006,20,225000,13.9,6270,Petrol,Manual
Maserati,Maserati GranCabrio Sport,2016,10,63500,29.8,186200,Petrol,Automatic
Porsche,Porsche 911,1998,28,57000,33.9,53200,Petrol,Automatic
Lamborghini,Lamborghini Huracan,2019,7,57260,52.0,518700,Petrol,Automatic
Volkswagen,Volkswagen Transporter,2017,9,59615,14.0,60040,Petrol,Manual
Bentley,Bentley Continental Flying Spur W12,2012,14,74520,67.5,150100,Petrol,Automatic
Hyundai,Hyundai Tucson 1.6 T-GDi Executive 2WD,2020,6,52000,15.9,53960,Petrol,Manual
Volkswagen,Volkswagen Passat 1.9 TDI Comfortline,2005,21,114459,16.0,6346,Petrol,Manual
Ford,Ford S-Max 2.0 TDCi DPF Trend,2010,16,301000,20.0,16302,Diesel,Manual
Nissan,Nissan Qashqai 1.6 Start/Stop 360,2010,16,119900,14.6,14782,Diesel,Manual
Volkswagen,Volkswagen Tiguan,2023,3,8,19.7,50122,Diesel,Automatic
BMW,BMW M8,2023,3,19,44.0,280782,Petrol,Automatic
Nissan,Nissan Note,2008,18,176945,12.4,6726,Petrol,Manual
Peugeot,Peugeot 207,2007,19,198000,16.0,5282,Petrol,Manual
Ferrari,Ferrari F430,2008,18,44000,57.5,253080,Petrol,Automatic
Volvo,Volvo S80,1996,30,296000,29.2,1748,Petrol,Automatic
Volkswagen,Volkswagen Golf VII 1.6 TDI BMT Comfortline,2016,10,263000,19.7,28880,Diesel,Manual
BMW,BMW 3GT 330d xDrive M Sport,2018,8,62000,65.9,37088,Petrol,Automatic
Hyundai,Hyundai Tucson 1.7 CRDI BlueDrive Comfort 2WD,2015,11,205000,14.0,27702,Petrol and LPG,Manual
Volkswagen,Volkswagen CC 2.0 TDI DPF BMT DSG,2014,12,224123,19.7,21280,Diesel,Automatic
Porsche,Porsche Boxster 2.5,1995,31,45000,36.0,18126,Petrol,Manual
Maserati,Maserati Ghibli,2015,11,76954,29.8,53200,Petrol,Automatic
Ford,Ford Focus 2.0 EcoBlue Titanium,2023,3,1,10.0,32224,Petrol,Manual
Kia,Kia Sportage 1.7 CRDI Business Line L 2WD,2019,7,89000,16.0,28120,Diesel,Manual
Saab,Saab 9-3 1.9TTiD PF Vector Euro5,2010,16,228614,19.1,10640,Diesel,Manual
Bentley,Bentley Continental GT V8,2011,15,106000,60.0,132962,Petrol,Automatic
Aston Martin,Aston Martin DB9 Coupe Touchtronic,2010,16,35248,47.4,253333,Petrol,Automatic
Land Rover,Land Rover Range Rover Evoque 2.0 P200 mHEV R-Dynamic S,2022,4,2833,30.0,110371,Petrol,Automatic
Bentley,Bentley Continental GT Speed,2008,18,113700,60.0,68362,Petrol,Automatic
Volkswagen,Volkswagen Passat 2.0 TDI SCR Trendline,2019,7,136100,10.0,21622,Petrol,Manual
Volkswagen,Volkswagen Caravelle,2006,20,360000,19.0,14820,Diesel,Manual
Mercedes-Benz,Mercedes-Benz Klasa E,1998,28,230000,20.0,8366,Petrol,Automatic
Skoda,Skoda Octavia,2000,26,244000,19.0,2014,Diesel,Automatic
Citroen,Citroën Saxo 1.1 SX,1998,28,218000,20.0,2432,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa C 250 Coupe (BlueEFFICIENCY) 7G-TRONIC,2012,14,180800,21.4,21660,Diesel,Automatic
Mercedes-Benz,Mercedes-Benz SL 350,2009,17,247000,29.9,52820,Diesel,Automatic
Opel,Opel Astra GTC 1.6 Edition,2007,19,199999,16.0,6422,Petrol,Manual
Toyota,Toyota Yaris,2014,12,229875,16.0,12882,Diesel,Manual
Toyota,Toyota RAV4,2019,7,93000,23.9,42522,Diesel,Automatic
Volkswagen,Volkswagen Golf 1.2 TSI BlueMotion Technology MATCH,2010,16,198000,16.0,13110,Diesel,Manual
Ford,Ford Mondeo 2.0 TDCi Titanium,2019,7,89437,10.0,24700,Petrol,Manual
Volkswagen,Volkswagen Passat,2015,11,261283,19.7,41762,Diesel,Automatic
Ford,Ford Focus 1.0 EcoBoost Start-Stopp-System Titanium,2014,12,216050,20.0,9500,Diesel,Manual
Aston Martin,Aston Martin DB9,2005,21,84479,59.4,119700,Petrol,Automatic
Toyota,Toyota Corolla,2020,6,57276,18.0,32908,Hybrid,Automatic
Volvo,Volvo V90 Cross Country D4 AWD,2018,8,156000,19.7,45562,Diesel,Manual
Honda,Honda Accord 3.0i ES,1999,27,231000,30.0,8322,Petrol,Automatic
Volkswagen,Volkswagen Passat 1.9 TDI Comfortline,2005,21,244555,19.0,5662,Diesel,Manual
Audi,Audi A7 50 TDI mHEV Quattro Tiptronic,2020,6,62000,19.7,88502,Diesel,Automatic
Nissan,Nissan X-Trail 2.0 dCi 4x4 DPF Automatik I-Way,2008,18,207609,20.0,11362,Petrol and LPG,Automatic
Hyundai,Hyundai I30,2022,4,10,10.0,27702,Petrol,Manual
Porsche,Porsche 911 Carrera 4,1999,27,154000,24.8,94966,Petrol,Manual
Hyundai,Hyundai Elantra,2022,4,6500,16.0,38342,Petrol,Manual
Bentley,Bentley Continental GT,2018,8,58000,59.5,414200,Petrol,Automatic
Toyota,Toyota C-HR,2016,10,26400,18.0,36442,Hybrid,Automatic
Maserati,Maserati Ghibli Modena S Q4,2018,8,80412,29.8,83562,Petrol,Automatic
Toyota,Toyota Yaris 1.5 Premium,2017,9,56004,15.0,20482,Petrol,Manual
Opel,Opel Corsa,2019,7,43000,14.0,13642,Petrol,Manual
Toyota,Toyota Camry 3.0 V6,2001,25,434500,46.6,13642,Petrol and LPG,Automatic
Mitsubishi,Mitsubishi Eclipse Cross 2.4 PHEV Instyle Plus,2022,4,670,23.6,74442,Hybrid,Automatic
Bentley,Bentley Continental GT,2017,9,65000,59.5,413820,Petrol,Automatic
Nissan,Nissan Murano 3.5 V6 Premium,2009,17,247877,24.9,12160,Diesel,Automatic
Volvo,Volvo S60 T5 Momentum Pro,2015,11,124000,19.7,36062,Diesel,Automatic
Kia,Kia Ceed,2017,9,101000,16.9,25422,Diesel,Manual
Ford,Ford Mustang 5.0 V8 GT,2021,5,21500,24.9,113962,Hybrid,Automatic
Porsche,Porsche Cayenne S,2007,19,156900,36.0,6384,Petrol,Manual
Peugeot,Peugeot 208,2016,10,193000,12.0,10792,Petrol,Manual
Aston Martin,Aston Martin DBS Touchtronic II,2009,17,76000,59.4,227620,Petrol,Automatic
Volvo,Volvo V90 D5 AWD R-Design,2018,8,92072,19.7,64220,Diesel,Automatic
Bentley,Bentley Continental Flying Spur,2017,9,70125,60.0,136420,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz CLS Shooting Brake 350 (BlueTEC) d 9G-TRONIC,2015,11,304000,21.4,48640,Diesel,Automatic
Nissan,Nissan Qashqai+2,2009,17,190000,16.0,10222,Petrol,Manual
Jaguar,Jaguar X-Type 2.0 D Executive,2008,18,125000,20.0,6650,Diesel,Manual
MINI,MINI Cooper S,2007,19,140000,16.0,17062,Petrol,Automatic
BMW,BMW i8,2017,9,170000,29.9,101460,Diesel,Automatic
Land Rover,Land Rover Range Rover Sport S 3.0 D HSE Dynamic,2022,4,15,50.0,188100,Petrol,Automatic
Volkswagen,Volkswagen Passat 1.6 TDI BMT Comfortline,2019,7,58880,15.0,20102,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa V 250 d 4-Matic 9G-Tronic (d³ugi),2023,3,3454,13.3,136610,Petrol,Automatic
Bentley,Bentley Continental GT Convertible,2007,19,95000,60.0,75620,Petrol,Automatic
Porsche,Porsche Boxster 2.5,1999,27,62400,24.8,30400,Petrol,Manual
Maserati,Maserati Ghibli Diesel,2010,16,30000,46.9,11685,Petrol,Automatic
Porsche,Porsche Cayman S PDK,2018,8,49150,30.0,94620,Petrol,Automatic
Nissan,Nissan Qashqai+2 2.0 dCi 4x4 Tekna Premium,2010,16,220267,14.6,10450,Diesel,Manual
Porsche,Porsche Macan,2017,9,70000,28.9,89262,Petrol,Automatic
BMW,BMW 5GT 535d Gran Turismo,2014,12,190000,20.0,20862,Diesel,Automatic
Mercedes-Benz,Mercedes-Benz Klasa C,2012,14,225000,21.4,16340,Diesel,Automatic
Bentley,Bentley Continental GT Standard,2005,21,68944,60.0,83220,Petrol,Automatic
Nissan,Nissan Tiida 1.6 Visia,2009,17,96700,16.0,5624,Petrol,Manual
Maserati,Maserati Quattroporte S Q4,2013,13,36000,46.9,56240,Petrol,Automatic
Ford,Ford Focus,2017,9,124631,20.0,23522,Diesel,Manual
Nissan,Nissan Pathfinder,2006,20,221786,12.4,17860,Petrol,Manual
BMW,BMW Seria 5,2001,25,202000,29.3,3382,Diesel,Automatic
Renault,Renault Kadjar 1.2 Energy TCe Zen,2016,10,129200,12.0,25802,Petrol,Manual
Ford,Ford Focus 1.6 TDCi Ambiente,2010,16,212000,20.0,10070,Diesel,Manual
Opel,Opel Zafira 1.8,2009,17,164310,10.0,3040,Petrol,Manual
Volkswagen,Volkswagen Passat 1.6 TDI BMT City,2015,11,159000,20.0,26600,Diesel,Manual
Mercedes-Benz,Mercedes-Benz Klasa A 150 Autotronic,2009,17,52000,54.6,5282,Petrol,Automatic
Ford,Ford Focus 1.6 Titanium,2012,14,119000,12.4,11400,Petrol,Manual
Toyota,Toyota Corolla 1.5 Comfort,2021,5,8,27.6,17024,Diesel,Manual
BMW,BMW Seria 3 318d,2016,10,118000,15.0,22040,Diesel,Automatic
